1032,EA4SV,IM68MU,,ex EA4DQR,,04/04
1033,EA5AAJ,IM99SL,,,144: IC-706MK2G 100W 9el,04/04
1034,EA5AEL,IM98RP,EME,,ICOM 746-100w ant 14 elemnts VHF-multi-band dipole HF-5 elemts to 6 meters-monoband to 10 meters and others,04/07
1035,EA5CJ,IM99TL,EME,,,07/05
1036,EA5DWS,IM98SR,,,Icom 706-MKII-G  YAESU FT-920,08/08
1037,EA5EF,IM99SM,,EA5BVK - EC5BD,144 MHz 70 W + 9 el yagi / 50 MHz 100 W + DK7ZB 5 el yagi,04/07
1038,EA5EMM,IM99,,,,01/93
1039,EA5GIY,IM98XD,EME,,,01/99
1040,EA5HM,IM99,,,,01/93
1041,EA5IC,IM98,,,,01/94
1042,EA5MT,IM88WV,,,,08/08
1043,EA5NO,IM98FV,,,,08/97
1044,EA5SE,IM98IL,EME,,144: 2x 17el 1.5K,04/06
1045,EA5SR,IM98GF,,,,08/08
1046,EA5ZF,IM99VT,EME,EX EB5IFI,144:  600W  2x 17el LNA145   432: 35W  2x 21el F9FT mw432s,05/07
1047,EA6ADW,JM19LU,EME,,50: 20dbd- 144: 40W- 10el- up: div. Spiegel,07/97
1048,EA6DD,JM19JK,,,144: IC706MKIIG 17elB2 100W,05/03
1049,EA6FB,JM08PV,EME,,,08/02
1050,EA6IB,JM09SB,,,144: IC251E 150W 15elYagi,04/02
1051,EA6NP,JM19MQ,,,,01/93
1052,EA6QB,JM08PV,,,144: 2x15el  4CX400,05/03
1053,EA6SA,JM19LO,EME,,TS-2000X: ...@50+9dBd's. 2x4X150@144+15dBd's. 2X4CX250@432+18dBd's. 10W@1296+25dBd's.,05/08
1054,EA6VQ,JM19HN,EME,,144:  2KW  MGF1302  8x17el M2    432: 21el 115w   1296:  55el 10w,04/05
1055,EA7AJ,IM87CS,,,144: 300W  2x 19el,08/04
1056,EA7DBH,IM76GD,,,,01/94
1057,EA7DFH,IM87DD,EME,,FT-857 TS2000  17el  200w,05/07
1058,EA7ERP,IM87EE,,,TS 790-E   13 ELE TONNA + PA 4CX350A,06/08
1059,EA7EYX,IM87CS,,,,12/04
1060,EA7HG,IM87CS,EME,,144: 4x 9el 100w mgf1302,12/05
1061,EA7OC,IM77OV,,,144: IC820 250W 17el,03/01
1062,EA7RM,IM87CS,,ex EA7GTF,144: TR9130  240W  17B2  OH5IY,07/02
1063,EA7TL,IM66VO,,,,05/05
1064,EA7TN,IM66VP,,EX EA1AK/7,TS2000 144: 100 W  2 x 2.5 wl -  50: 100 W  0.81wl,05/08
1065,EA8BEX,IL27GX,,EB8QC,IC910H,06/08
1066,EA8FF,IL28,EME,,,02/01
1067,EA9AI,IM75IV,,,144: 100W  9el,06/03
1068,EA9MH,IM85NG,,,,05/00
1069,EB1BKG,IN62BH,EME,,,11/01
1070,EB1BXW,IN53VK,,,,04/06
1071,EB1DNK,IN62CL,EME,,144: IC706 4x17el 500 Watt  MGF1302  - 432: 70W 21el,04/06
1072,EB1EB,IN83BK,,ex EB1IQC,,08/05
1073,EB1EFC,IN52OF,,,,01/93
1074,EB1EHO,IN73DM,,,144: 17el 200W - 432: 21el 50W,07/04
1075,EB1EUW,IN82TK,,,,01/95
1076,EB1IHY,IN52PM,,,144: 17el 160W,07/04
1077,EB1IVY,IN53SJ,,,,07/02
1078,EB2AYV,IN83MG,,,144: 250W 2M18XXX,01/04
1079,EB2DTP,IN82NS,,,FT847 IC746 FT816 17el 1000W,08/03
1080,EB2DVT,IN91MP,,,,03/06
1081,EB2FJN,IN83QE,EME,,50: 1x3 cushcraft  100W  -  144: 2x 13b2 Ant  MGF1302  1KW - 432: 9el  X-Quad  BF980  150W,12/08
1082,EB3BAP,JN11CJ,,,144: FT736r  200W  17el,01/01
1083,EB3CNX,JN11DI,,,,01/93
1084,EB3EPR,JN01ND,,,,01/03
1085,EB3GHU,JN11CJ,,,,04/04
1086,EB3JT,JN01UI,EME,EB3GEK,IC910 + SP2 + 4x13B2 + GS35B,08/07
1087,EB3WH,JN01WN,,,,01/93
1088,EB4DF,IM79QQ,,,TS-790 FT-817 144:  500W 17el - 432: 500W  21el,06/04
1089,EB4EQZ,IN80EK,,,Yaesu ft-817 Yaesu FT-897,08/05
1090,EB4ERS,IN80BH,,,FT736  144: 140W 9el GaAs-Fet,01/00
1091,EB4EUB,IN80DJ,EME,,50: 6el 100W - 144: 17el 1KW MGF1302 - 432: 21el 50W MG1302 - 1296: 55el 10W,08/00
1092,EB4FXD,IM78BX,,,144: 150W 17el,02/04
1093,EB4GIA,IN80CG,,,144: IC821 IC706 TS790 240W 17el  - 432: 100W 31el SP70,02/98
1094,EB4TT,IN70XJ,,ex EB4CXS,,05/00
1095,EB5AZO,IM99RA,,,,11/04
1096,EB5EA,IM99TN,EME,EB5AYG,144: 4x 11el  500W,05/08
1097,EB5EEO,IM98PG,EME,,144: TS2000 6 x 18 2M18xxx /432 : 4 x 38 13 wl / 1296: 8 X 35 Elm Tonna,08/07
1098,EB5EHX,IM99,,,,01/93
1099,EB6AOK,JM09RB,,,HF 144  432  1296,06/09
1100,EB7BMV,IM67WI,EME,,,05/09
1101,EB7BQI,IM76SR,,,,06/03
1102,EB7COL,IM77AG,,,,05/04
1103,EB7DBX,IM67LG,,,144: 12 ele DK7ZB   350W   LNA SHF Electronik,07/07
1104,EB7EFA,IM67XI,,,,01/95
1105,EB8ANY,IL18,EME,,144: 500W 4x 7el,12/04
1106,EB8BTV,IL18QI,,,,05/03
1107,EC1DMY,IN82SL,,,,08/08
1108,EC3DR,JN01UJ,EME,EA3GLJ,,04/09
1109,ED1GSR,IM79WS,,Expedition,,01/94
1110,ED3DXU,JN01VQ,EME,SPECIALCALL,,02/08
1111,ED4RKF,IM79WS,,Contestcall,144: 240W  13el,03/97
1112,ED5TOR,IN90XP,,Expedition,,01/93
1113,ED6EIG,JM19IM,,SpecialCall,,08/99
1114,EG3TVC,JN11BI,,SpecialCall,144: 400W 17el M2,12/99
1115,EH1RX,IN52IN,,ex EH1BSK,IC706 MKIIG,03/02
1116,EH3AXV,JN01TJ,,,50: FT920+trsv  GS35b  6elYagi,07/02
1117,EH5RM,IM98,,,,07/02
1118,EH6SA,JM19LO,,,TS-2000X,08/07
1119,EH7RM,IM76QM,,,,01/03
1120,EH9LS,IM75IV,,,,01/03
1121,EI2CA,IO62,,,,01/88
1122,EI2IP,IO61CX,,,,04/07
1123,EI2VPX,IO53IQ,,,,01/91
1124,EI3GE,IO63XD,,,,08/00
1125,EI4DQ,IO51WU,EME,,144: ic910 gs35b MGF1302 4x10el or 10el,03/08
1126,EI4GHB,IO52QQ,,,Icom 910,09/08
1127,EI4VBE,IO42,,Expedition,,01/88
1128,EI4VBS,IO42,,Expedition,,01/90
1129,EI4VWY,IO54,,Expedition,,08/01
1130,EI4VWZ,IO55,,Expedition,,08/01
1131,EI4VXV,IO43XL,,G0AFH,144: 400W 17el Preamp,12/06
1132,EI5FK,IO51RT,EME,,144: FT847 150W 9el,03/05
1133,EI5HN,IO62,,Expedition,,05/06
1134,EI6CPB,IO63WE,,,50: IC706 - 144: IC821,09/06
1135,EI6GF,IO62RG,,,,02/98
1136,EI6IZ,IO53HU,EME,,IC756PRO2,06/07
1137,EI75RTS,IO51,EME,SPECIALCALL,,04/07
1138,EI7IX,IO53FT,EME,,,10/07
1139,EI7RCG,IO62,,,144: 27el,08/96
1140,EI7RSD,IO62WX,,,144: 27el 400Watts,07/96
1141,EI8JK,IO51DN,EME,EI2FSB,FT-726  FT-736  FT-102  FT-897,06/09
1142,EI9HW,IO63MP,,,,10/93
1143,EJ4VNX,IO43,,SpecialCall,,01/93
1144,EJ6O,IO43MM,,SpecialCall,,01/94
1145,EM1U,FC74US,,,,01/03
1146,EN80AL,KO61WP,,,,08/07
1147,ER1AN,KN46KX,,ex ER5OIW UO5OIW,144: FT857 200W 2x10el,12/04
1148,ER2RM,KN46KA,,ex ER5OK,,11/05
1149,ER5AA,KN45CW,,ex UO5OB,,06/00
1150,ER5AL,KN45CW,,,,07/02
1151,ES0Q,KO17AV,,SpecialCall,,06/04
1152,ES0X,KO18,EME,Expedition,,07/99
1153,ES1CW,KO29HK,,,,05/98
1154,ES1RF,KO29IJ,EME,ex UR2RGM,FT1000MP/FT847/FT736/TS2000+Trans.+Preamps  50: 5el 500W - 144: 4x9el 500W - 432: 4x19el 150W - 1296: 4x 35el,04/06
1155,ES2CM,KO29DJ,EME,,ICOM-706 MKIIG  144: 4x 14el  600W,04/06
1156,ES2NA,KO29JL,,,144: IC706MKII 300W 9el,04/02
1157,ES2QH,KO29LL,,,144 : FT847 700Watts 9ele Preamp - 432:  IC821 800W,08/01
1158,ES2WX,KO29JN,,,,05/03
1159,ES3BR,KO28JS,,,,05/04
1160,ES3GZ,KO28,,,,01/93
1161,ES3RF,KO29IF,EME,EX UR2RGM ES1RF  ES1RF/3,FT1000MP/FT847/FT736/TS2000  50: 5el 500W - 70: 5el 60W - 144: 4x18el 500W - 432: 8x19el 200W - 1296: 4x35el 30W,03/08
1162,ES4Q,KO39BD,,Expedition,,08/05
1163,ES5KJ,KO38IJ,,,,01/05
1164,ES5MC,KO38JJ,,,,12/95
1165,ES5MG,KO38IJ,,,,01/94
1166,ES5PC,KO38HJ,,,1296: remote operated setup: 4.5 m dish 300-350W,10/08
1167,ES5RE,KO38,,,,01/94
1168,ES5RN,KO38,,,,01/94
1169,ES5RY,KO38JI,,,,11/02
1170,ES5WE,KO38JJ,,,,01/94
1171,ES6DO,KO27WX,,EX UR1RYY- UR2RDO,IC756 + IC820H+Preamp ATF54143 + 100/350W 50MHz:  4el  - 144MHz:  2M5WL,05/08
1172,ES6LBN,KO37AW,,,144: 170W 11el,07/04
1173,ES6RQ,KO28WA,EME,ex UR2RQT UR2RQ,TS2000 FT736 FT847  144: 2KW 8x17el M2 + 1x 18el,07/05
1174,ES8AS,KO28FJ,,,,04/04
1175,ES8X,KO18XC,EME,Expedition,144: TS790E+PA 300W  2x9 el  or FT 847+ PA 300W  9 el Yagi and preamps,07/02
1176,ET3AA,KJ98JX,EME,,,04/08
1177,EU1AB,KO33SU,,EX UC2AAB,,12/08
1178,EU6AF,KO35,,,,12/07
1179,EU6MS,KO45IN,,ex RC2WBH,144: 16el 700W MGF1302,09/01
1180,EV2AA,KO33PM,,,,01/03
1181,EV2AAB,KO33ST,,,,01/03
1182,EV2OEU,KO52IK,,,,01/03
1183,EV5M,KO53TP,EME,Expedition,144: 4x 9el  QRO,08/06
1184,EV5N,KO42RX,,Expedition,,01/94
1185,EW1CD,KO33SW,,,,06/07
1186,EW1RZ,KO33SV,,,,10/01
1187,EW2ABC,KO33VW,EME,,,11/08
1188,EW6AL,KO46KB,,Expedition- QSL via EU6MS,,08/06
1189,EW6DX,KO45JL,,,144: 100W 9el,08/97
1190,EW6FS,KO35LB,,,144: 20W 2x16el F9FT Preamp,01/03
1191,EW6GB,KO45CN,,,144: 200W 10el,08/02
1192,EW7IM,KO53,,ex UC2SMM,,01/92
1193,EW7IN,KO53,,,,01/94
1194,EW7IW,KO53DR,,,,01/03
1195,EW8DD,KO42QA,,,144: 4x16el F9FT- 50W,12/98
1196,EW8RR,KO41OV,,,,09/07
1197,EY8MM,MM48FI,EME,,144: IC706 200W 2x 10el,06/06
1198,F0DBD,JN08XW,,,FT726R 10W 10el Preamp,01/02
1199,F0DIX,IN93SV,,,-,06/07
1200,F0EJW,IN78VJ,,,ICOM 910H  Antenne 17 El�ments tonna Pwr:20watts,06/08
1201,F0FEQ,JN33LN,,,,11/06
1202,F1AFJ,JN06HT,EME,,144: 4x11el F9FT 1500 W  0.4dB,11/04
1203,F1AKK,JN39CC,,,,07/01
1204,F1AOE,IN93RS,,,,04/04
1205,F1CCM,IN93MP,,,,01/93
1206,F1CNE,JN28,EME,,,01/94
1207,F1CXX,JN18AT,,EX J28EL,ic910h+11 ele-ft847+dipole+gp 50mhz,05/09
1208,F1DLZ,JN19FH,,,,08/08
1209,F1DUZ,IN97NJ,EME,,144: FT897D  2x 4CX250R  600W  4x 11el  LNA 9BV,04/06
1210,F1DVP,JN12JN,,,,08/08
1211,F1EBK,JN18BW,EME,,144: TS790A  300W  4x10el DK7ZB,11/04
1212,F1EBN,JN18JR,,,,08/02
1213,F1ELL,JN18EX,EME,,,01/94
1214,F1ERG,JN27JJ,,,,08/08
1215,F1FEN,JN25JC,EME,,,01/94
1216,F1FHI,IN97GD,,,,01/03
1217,F1FIH,JN23GS,,,,04/03
1218,F1FLA,JN26KU,EME,,144: 4x25el Xpol 7.6lb 1KW MGF1302,10/05
1219,F1FVP,IN95XA,,,,01/03
1220,F1GHP,IN96LE,,,,01/03
1221,F1GTR,IN96JE,,,,01/03
1222,F1GTU,JN05IF,,,144: 160W 13el,05/06
1223,F1HAR,JN18DT,,,,01/93
1224,F1HQM,JN23LV,,,,10/07
1225,F1IHP,IN88,,,,07/02
1226,F1ISJ,IN97QM,,,IC746,10/08
1227,F1IXQ,JN15MQ,,,,12/01
1228,F1JG,JN23HQ,,ex FC1JG,,08/02
1229,F1JOE,JN05IF,,,,01/93
1230,F1JRD,JN13WO,,ex FA1JRD,144: TR751 GS35b  2x11el F9FT,12/04
1231,F1MBM,JN38CQ,,,FT225RD  144:  8877 4CX250 MGF1302 16el F9FT - 432: 100W 21el F9FT,12/02
1232,F1MOZ,IN93RS,,,,11/06
1233,F1NGP,JN39CC,,,,04/97
1234,F1NNI,IN88,,,,04/02
1235,F1NSR,JN33JK,EME,,144: IC275h 2*11EL  2*4CX250,03/07
1236,F1NWZ,JN17CT,EME,,144: FT736R Mutek Front End  4x 10el 7ZB  GS35B,03/07
1237,F1ODA,JN13FO,,,144: 400W,10/02
1238,F1PUX,JN16XL,,,TS690S 144: LT2S  200W  20el  - 50: 5el,01/99
1239,F1PYR,JN19DA,,,,04/02
1240,F1PYW,JN38UP,,,144: 120W 9el or 2x11el - 432: 17el or Helix,03/99
1241,F1RAD,JN25WF,,ex FC1RAD,50: 5W 1/4wl. - 144: TR751e 25/200W,05/02
1242,F1RHS,JN03PV,,,,11/01
1243,F1TE,IN94QS,EME,,144: 4x 12el 2KW,09/06
1244,F1VJQ,IN95OL,,EXPEDITION,,07/07
1245,F1VS,JN04FV,,,,05/08
1246,F2TU,JN38LG,EME,,,11/01
1247,F3VS,JN38LF,EME,,144: 24x20el (6wl) & 8x20el (6wl) DJ9BVs,03/99
1248,F4ALP,JO10OP,,,,12/01
1249,F4APX,JN23XL,EME,,144: 4*18EL - 432:  4*21EL  2*4CX250,01/04
1250,F4ARU,IN94VT,,,144:  4x3.6wl 1KW 8877,11/01
1251,F4AZF,JN39GG,EME,,144:  IC275h  500W  8874  4x 15el,04/06
1252,F4BKV,IN95PT,,,144: TS700 150W 9el - 432: TS440S TRV  70W 21el - 1296: TRV 1W 3x35el,04/02
1253,F4CIB,JN03,,,144: 250W  9el,05/02
1254,F4CYZ,JN38SF,EME,,144: FT897D 400W  2x 9el Yagi,05/05
1255,F4DDX,JN23QI,,F0DDX,FT897   FT817,03/08
1256,F4DSD,JN23JO,EME,,,01/05
1257,F4DXX,IN97LH,EME,,144. 17el 200W,01/06
1258,F4ERO,JN18JV,,EX F0ERO,,12/08
1259,F4JRC,JN23JW,EME,,144: 4x10el,01/01
1260,F4JVG,JN16UM,,,,07/02
1261,F5ANT,JN24RJ,,,,04/96
1262,F5AQC,JN05PU,,,,01/03
1263,F5BUU,JN03BO,,,,01/05
1264,F5DE,JN05DP,,,50: 50W 5el - 144: 100W 16el,08/07
1265,F5EAN,JN06CP,EME,,,01/94
1266,F5FEN,JN25JC,,,,01/03
1267,F5FHI,IN97GD,EME,ex F1FHI,,01/94
1268,F5FLN,IN94SR,,,144: 300W  17el,08/99
1269,F5FVP,IN95WB,,,144:  4x17el  1KW,07/00
1270,F5GHP,IN96LE,EME,EX F1GHP  FC1GHP FD1GHP FE1GHP,IC745+transverter  4x14elts DJ9BV 3.6Wl MGF1302B Power 400w,10/07
1271,F5HRY,JN18EQ,EME,,144: 1KW  4x11el,11/02
1272,F5IF,JN12IL,,,,08/08
1273,F5IVP,JN23QI,,,IC706MKIIG 50 W elts F9FT,05/07
1274,F5JKK,IN87PR,,,,08/07
1275,F5JNX,JN37PV,EME,,144: 4x 17el 600W,02/07
1276,F5JRX,JN25AW,,,,01/94
1277,F5KCR,JN26IX,,,,08/96
1278,F5KDK,JN23VF,,,,01/03
1279,F5KPO,JN24,,,,12/01
1280,F5LEN,JN38BO,,,144: IC275A 250W 17elB2,06/05
1281,F5LKW,JN23SJ,,,144: TS700 60W 13el,04/03
1282,F5LRL,JN26MV,,,144: 400W 4x10el,05/02
1283,F5LUW,JO10MP,EME,ex F1LUW,,11/95
1284,F5MGD,JN07AW,,,FT102 + tvtr,05/04
1285,F5MMX,JN18CN,,FD1MMX  FE1MMX  F1MMX  SO9MMX  SO8MMX,Home made,11/07
1286,F5MSL,JN26JS,EME,ex FC1MSL,144: 8877 4x11el (or 4x10el)  MGF1302,02/99
1287,F5MZN,IN87BU,EME,,,08/96
1288,F5NWK,IN97EJ,,ex FD1NWK,144: 9el 200W,05/04
1289,F5OIH,JN06,,,,08/03
1290,F5OWL,JN33CC,,ex FC1OWL,50w 2x9elts side by side with elevation,08/05
1291,F5PAU,IN88CB,,,144: 4x11el 150W,07/02
1292,F5RRS,JN36EB,,,144: 350W 10el Quad,10/06
1293,F5RSS,JN36EB,,,144: Kenwood TM-255 PA : TE SYSTEMS 1452G (350 Watts) ANT : 10 el. Qubical Quad,10/06
1294,F5SCL,JN29HP,EME,,FT225RD,07/08
1295,F5SDD,JN23RF,EME,FD1SDD,FT901  IC211,01/04
1296,F5SE,JN29BG,,,,06/03
1297,F5SIB,JN18EB,,FD1SIB,,03/09
1298,F5SJE,JN13,,,,12/95
1299,F5SJP,JN13VQ,,,144: TS790 180W 17B2,01/02
1300,F5VBW,JN03,,,,06/95
1301,F5VHX,JN04FT,EME,ex F/G8MBI,,06/03
1302,F6ANQ,IN94RT,,,,07/96
1303,F6AOI,JN33NQ,,,,08/02
1304,F6APE,IN97QI,EME,,144: 17el 200W,11/06
1305,F6BAZ,JN39EF,,,,06/02
1306,F6BEE,JN08FU,,,,01/03
1307,F6BEG,JN25JS,EME,,144: 3wl Antenna  300W,06/08
1308,F6BKI,IN94,EME,,,12/05
1309,F6CBH,JN19BH,,,,12/07
1310,F6CGJ,IN78RK,EME,,144: 4x11el  400W,04/00
1311,F6CIO,JN26JH,,,,09/98
1312,F6CJG,JN15,EME,,,01/93
1313,F6CKZ,JN09LH,,,,01/97
1314,F6CRP,IN96KE,,,50 MHz : 3 el - 100 W   144 MHz : 600 W- 9 el DK7ZB,09/07
1315,F6CTW,JN18,EME,,,01/93
1316,F6DHI,JN23RK,,,144: 200W 9el MGF1302,04/04
1317,F6DKQ,JN37BI,,,,11/08
1318,F6DKW,JN18CS,,,,02/01
1319,F6DRO,JN03TJ,,,2500Watt  18el  BF981,03/04
1320,F6DWG,JN19AJ,,,,04/05
1321,F6DWH,JN19,,,,01/95
1322,F6EAS,IN98,,,,08/01
1323,F6EGV,JN33AQ,,,,08/07
1324,F6EMT,IN98FG,EME,,,01/94
1325,F6EYM,IN99,EME,,,12/95
1326,F6FHP,IN94TR,EME,ex F1CYO,144: 1KW 4x6 wl   432: 27el 800W,08/06
1327,F6FLV,JN18AT,,,,02/96
1328,F6FTN,JN08XS,,,TS2000X 144: 4x9el 300W,01/04
1329,F6GPT,IN94SW,,,144: 11el 400W,03/07
1330,F6GRB,JN25KP,EME,,144: 4x 10el  600W,05/06
1331,F6GUU,JN05CU,,,FT857,04/06
1332,F6HLC,JN26HS,EME,,144: gs35b or th308 17elt yagi,09/07
1333,F6HRO,IN88JQ,,,IC910 144: 17el 100W,05/06
1334,F6HVK,JN27LH,EME,EX F1AUQ,144: 4x 17el H or single Yagi 400w  /  kw,01/08
1335,F6HYE,JN36DG,EME,,,01/94
1336,F6IFX,JN07CX,,,,10/07
1337,F6ITS,JN33MP,,,IC706MK2G  144:  50W  quad 8 el   432: 20W quad 2x11el,04/08
1338,F6IZZ,JN18GR,,,,01/03
1339,F6JXR,IN98HW,,,,09/98
1340,F6KHM,IN78RJ,EME,,,06/02
1341,F6KRK,JN18AS,,,144: 17el 120W,08/08
1342,F6KSX,JN18,,,,01/03
1343,F8BKD,JN38LG,EME,,144: TS-2000  4X11 el  1000W,01/03
1344,F8CS,JN27UR,,,,08/98
1345,F8DNX,IN93FJ,EME,,IC-7400. 100 watts. 10 elts (DK7ZB)home made quad(4x10 coming soon),05/08
1346,F8DO,JN26IF,EME,,50: TS680S 5el - 144: FT225 4CX1000 2x11el MGF1302,08/06
1347,F8DYR,JN07WL,,F4DYR,50 / 144 : homebrew,10/08
1348,F8ENY,JN03RO,,,,08/08
1349,F8IPS,JO00SQ,,,,07/00
1350,F8KFR,JN09RG,,,144: 2x9el 1-8KW - 432: 80W 26el doublequad,09/06
1351,F8OP,JN26MM,EME,,50: TS690 100W 6el - 144: FT225RD Mutek 2x4CX350 500W 17B2 Cushcraft,02/05
1352,F8PKC,JN38MG,EME,,144: TS-2000 4x17b2 qro,04/06
1353,F9HS,JN23AT,EME,,144: 4x BVO3WL 8877 MGF1302,10/07
1354,F9IE,IN86WW,,,,05/04
1355,FA1APX,JN23XL,EME,,144: IC970  4 x 22 el DJ9BV  2 x 4CX350F,04/00
1356,FC1DUZ,IN97NB,,,,01/03
1357,FF6KBF,JN18BW,,,,01/03
1358,FK8HA,RG37FR,,,,01/03
1359,FM5CS,FK94LI,EME,,144: 4x 17el B2 1.5KW 8877 LNA 0.5db,05/06
1360,FO4NK,BH52,EME,,,01/94
1361,FO5RK,BH52,,,,01/03
1362,FR5DN,LG78SS,EME,,,12/05
1363,FS5UQ,FK88LC,,,,01/03
1364,FT5XO,ME40VK,EME,,,03/05
1365,FY5DG,GJ35QD,EME,,,01/03
1366,G0AEI,JO01GO,,,,01/91
1367,G0AFH,JO01EI,,,144: 2x17el 400W,01/08
1368,G0BPU,JO02,EME,,,01/94
1369,G0CHE,IO90PS,,,50:  400W  70: 50W,05/07
1370,G0CUH,IO70LG,EME,,144: 500W 10el,04/05
1371,G0CUZ,IO82WM,,,FT726r   50: 50W  2el -  144: MGF1302 2x3CX400A7 5el or 11el - 432: 10W 5el,07/02
1372,G0DJA,IO93IF,,EX G6VMQ,TS2000X  SDR1000  FT817,09/08
1373,G0EVT,IO93GR,,,144: IC202S  250Watts  3wl DJ9BV,07/01
1374,G0FIG,IO90UU,,,50: IC575h 6el 400W - 144: IC275h 400W 10el MGF1302 - IC475h 300W 2x19el,05/00
1375,G0GMB,IO92NB,EME,,IC756 PRO II   TR144H   MGF1302 LNA   GS35 PA.   Ant: 17 ele F9FT for 2m -  5 ele for 6m - 3 ele for 4m,08/08
1376,G0GMS,IO82XT,,,50: IC746 & IC756pro GS35b pre-amp,04/06
1377,G0HVQ,IO81UX,,,Icom IC7400,04/07
1378,G0HYP,IO84FN,,,FT847 IC1271E  144: 1.5KW 2x17el - 432: 2x21el,09/06
1379,G0ISW,IO84OQ,,EX G1MOG,Kenwood TS-2000 & Create Log Periodic,04/07
1380,G0JDL,JO02UK,,,,01/96
1381,G0JUR,IO92WT,,,,08/99
1382,G0KAD,IO91VC,,G1JUZ,144: FT1000MkV   Elecraft XV Transverter  2x 12ele hoembrew  GS35,04/07
1383,G0KAS,IO91UI,,,144: IC275h  2x4CX250b  17el  Preamp,01/00
1384,G0KPW,JO02RF,,,144: 400W  2x17B2,07/06
1385,G0KSC,JO01,EME,,,
1386,G0KUX,IO91WP,,,,11/01
1387,G0KZG,IO80,,,,03/07
1388,G0LBK,IO93JK,,,,01/93
1389,G0MGA,JO00DT,,,,01/93
1390,G0MJW,IO91JO,,,50: 100W 5el - 70: 160W 4el - 144: 2x4CX250b 13el,01/97
1391,G0NFA,IO91NE,,,144: IC271A,04/01
1392,G0PES,IO83LS,,,,11/99
1393,G0RRJ,IO91FE,,ex G8OPR,1296: 100W 55el,04/04
1394,G0RUZ,IO93FR,EME,ex G6ZTU,144: IC746  GS35b  6x 4.6wl. 32JXX X-Pole  MGF1801 - 432: 2003 - 1296: 5m Dish TH347,10/02
1395,G0SAS,IO84OQ,,,Kenwood TS-2000,10/07
1396,G0TPH,IO92IO,,,,12/01
1397,G0UWK,IO83UB,,ex G1WEM,FT1000mp  144:  TV144/28 GS31b 400W 5WL  432: 2x 6WL GS31b MGF1302,10/06
1398,G0WUU,IO92SR,,,,08/08
1399,G0XDI,IO91RP,,,,11/01
1400,G1EMJ,IO82WM,,,,01/93
1401,G1GEY,IO94FW,EME,,,01/94
1402,G1KAW,IO91TK,EME,,144: 9el 200W,08/06
1403,G1MOG,IO84OQ,,,Kenwood TS-2000,10/07
1404,G1OGY,JO01GR,,,,09/04
1405,G1SWH,IO83QO,,,,10/04
1406,G1WPF,IO91RP,,,144: IC275E  Tempo2002  3CX800  9el,08/99
1407,G1XRL,EN35,,,,01/03
1408,G1YJI,IO91WP,,,,11/01
1409,G1ZJP,IO92WV,,,IC7400  IC1275e  IC475H  IC202s  IC402  TS830s & Tvtrs 4x 12el  400W,11/08
1410,G3BW,IO84,,,,01/93
1411,G3JHM,IO91LC,,,50: 100W 5el - 144: 400W 2x13el,05/01
1412,G3LQR,JO02QF,EME,,,01/94
1413,G3LTF,IO91GG,EME,,eme: 6m dish,03/06
1414,G3NAQ,IO91HL,,,50: 400W 3el - 4: 100W 2el - 144: 400W 17el - 70: 250W 21el,08/05
1415,G3UTS,IO94CU,,,144: 400W  9el M2  BF981,02/04
1416,G3WCS,IO83RH,,,144: TS430S HB Transverter  HB Amp 2x4CX250B 20el DJ9BV  70: 100W 4el   50: 100W 4el,01/05
1417,G3WDG,IO92rg,EME,,,
1418,G3WZT,IO90UX,EME,,IC756PRO  50: 7el 400W - TS2000 144: 2x12el 400W - 432: 1x19el 50W,03/07
1419,G3YNN,JO00EU,,,50:  2-5W 5el - 144: FT736 100W 14el - 432: FT736 25W 11el,05/04
1420,G3YYD,IO91TR,,,FT1000MP Transverter 4CX400 400w to 3wl yagi at 22m AGL,04/05
1421,G4AEP,IO91NJ,EME,,144: 400Watt  17el  ATF53045,01/05
1422,G4AFJ,IO92HO,,,144: 150W 10el,09/01
1423,G4ALY,IO70UL,,,,12/03
1424,G4AOA,IO83TD,,,,01/93
1425,G4APJ,IO83UP,,G8APJ,FT736  FT817,10/07
1426,G4ASR,IO81MX,EME,,144: FT221GTi  2x3CX400  17el (4x17el),02/04
1427,G4BRK,IO91HP,,,144: 80W 9el,05/08
1428,G4CBW,IO83UB,EME,,144: TS2000  IC756PROII 4x 9el  800W,01/07
1429,G4CCH,IO93,EME,,5.4m dish. 650W CW or 450W JT,05/07
1430,G4CJG,IO94CR,,,,01/93
1431,G4CLA,IO92JL,,,,09/03
1432,G4DBL,IO91JJ,,,144: IC746PRO  4CX350 300W 17el,11/04
1433,G4DDK,JO02PA,EME,,TS2000X   IC275   FT847   FT817   FT290,04/07
1434,G4DEZ,JO03AE,,,IC910 and IC7400  various Linears,10/06
1435,G4DHF,IO92UU,EME,,144: K2 txvtr GS35B  8x Yagis 2.2 wl,10/06
1436,G4DOL,IO80SP,,,,04/99
1437,G4DZU,IO93ES,EME,,1296: 800W 3m. Dish,05/07
1438,G4ERP,IO81XW,,,,01/03
1439,G4FDX,EN60VL,,,,01/03
1440,G4FRE,JO01KK,EME,,,01/94
1441,G4FUF,JO01GN,EME,,,04/05
1442,G4HGI,IO83PL,,,144: TS780 GS35b 400W 17el,08/04
1443,G4HGT,IO83,,,,01/93
1444,G4IGO,IO80NW,EME,,50: IC706 300W 6el - 144: IC706 2x 17el 400W,04/05
